normalized_street,normalized_cross,street,cross,query,status,match_count,matching_intersection_full,lng,lat,request_ms,attempts,http_status,error,fetched_at
sumner street,new street,Sumner St,New St,Sumner St and New St,ok,1,"Sumner St & New St, East Boston, MA 02128",-71.043961500001,42.370731000003,372,1,200,,2026-06-04T18:52:53.620Z
sumner street,stoughton street,Sumner St,Stoughton St,Sumner St and Stoughton St,ok,1,"Sumner St & Stoughton St, Dorchester, MA 02125",-71.062722000001,42.316011000003,345,1,200,,2026-06-04T18:52:54.790Z
sunderland street,blue hill avenue,Sunderland St,Blue Hill Ave,Sunderland St and Blue Hill Ave,ok,1,"Sunderland St & Blue Hill Ave, Roxbury, MA 02121",-71.082018000001,42.310269000003,494,1,200,,2026-06-04T18:52:56.140Z
sunderland street,crawford street,Sunderland St,Crawford St,Sunderland St and Crawford St,ok,1,"Sunderland St & Crawford St, Roxbury, MA 02121",-71.083255500001,42.310602000003,328,1,200,,2026-06-04T18:52:57.174Z
sunnyside street,centre street,Sunnyside St,Centre St,Sunnyside St and Centre St,ok,1,"Sunnyside St & Centre St, Jamaica Plain, MA 02130",-71.105832000001,42.322635000003,314,1,200,,2026-06-04T18:52:58.362Z
sunnyside street,creighton street,Sunnyside St,Creighton St,Sunnyside St and Creighton St,ok,1,"Sunnyside St & Creighton St, Jamaica Plain, MA 02130",-71.107875000001,42.323769000003,332,1,200,,2026-06-04T18:52:59.580Z
sunset street,hillside street,Sunset St,Hillside St,Sunset St and Hillside St,ok,1,"Sunset St & Hillside St, Mission Hill, MA 02120",-71.108356500001,42.331851000003,292,1,200,,2026-06-04T18:53:00.741Z
sunset street,parker hill avenue,Sunset St,Parker Hill Ave,Sunset St and Parker Hill Ave,ok,1,"Sunset St & Parker Hill Ave, Mission Hill, MA 02120",-71.108887500001,42.330717000003,372,1,200,,2026-06-04T18:53:02.024Z
supple road,blue hill avenue,Supple Rd,Blue Hill Ave,Supple Rd and Blue Hill Ave,ok,1,"Supple Rd & Blue Hill Ave, Roxbury, MA 02121",-71.084412000001,42.306795000003,312,1,200,,2026-06-04T18:53:03.165Z
supple road,columbia road,Supple Rd,Columbia Rd,Supple Rd and Columbia Rd,ok,1,"Supple Rd & Columbia Rd, Dorchester, MA 02121",-71.081212500001,42.305067000003,300,1,200,,2026-06-04T18:53:04.354Z
surrey street,foster street,Surrey St,Foster St,Surrey St and Foster St,ok,1,"Surrey St & Foster St, Brighton, MA 02135",-71.156920500001,42.350904000003,296,1,200,,2026-06-04T18:53:05.553Z
surrey street,market street,Surrey St,Market St,Surrey St and Market St,ok,1,"Surrey St & Market St, Brighton, MA 02135",-71.153077500001,42.349896000003,438,1,200,,2026-06-04T18:53:06.893Z
sussex street,hammond street,Sussex St,Hammond St,Sussex St and Hammond St,ok,1,"Sussex St & Hammond St, Roxbury, MA 02120",-71.083210500001,42.336261000003,360,1,200,,2026-06-04T18:53:08.016Z
sussex street,warwick street,Sussex St,Warwick St,Sussex St and Warwick St,ok,1,"Sussex St & Warwick St, Roxbury, MA 02120",-71.084088000001,42.336234000003,329,1,200,,2026-06-04T18:53:09.186Z
sutherland road,beacon street,Sutherland Rd,Beacon St,Sutherland Rd and Beacon St,ok,1,"Sutherland Rd & Beacon St, Brighton, MA 02135",-71.150355000001,42.336090000003,273,1,200,,2026-06-04T18:53:10.333Z
sutherland road,commonwealth avenue,Sutherland Rd,Commonwealth Ave,Sutherland Rd and Commonwealth Ave,ok,1,"Sutherland Rd & Commonwealth Ave, Brighton, MA 02135",-71.146800000001,42.341445000003,327,1,200,,2026-06-04T18:53:11.590Z
sutton street,morton street,Sutton St,Morton St,Sutton St and Morton St,ok,1,"Sutton St & Morton St, Dorchester, MA 02126",-71.088520500001,42.282594000003,417,1,200,,2026-06-04T18:53:12.879Z
sutton street,woolson street,Sutton St,Woolson St,Sutton St and Woolson St,ok,1,"Sutton St & Woolson St, Mattapan, MA 02126",-71.089740000001,42.281370000003,553,1,200,,2026-06-04T18:53:14.217Z
swallow street,north street,Swallow St,N St,Swallow St and N St,ok,1,"Swallow St & N St, South Boston, MA 02127",-71.031217500001,42.333624000003,300,1,200,,2026-06-04T18:53:15.165Z
swallow street,o street,Swallow St,O St,Swallow St and O St,ok,1,"Swallow St & O St, South Boston, MA 02127",-71.029170000001,42.333651000003,285,1,200,,2026-06-04T18:53:16.349Z
sydney street,crescent avenue,Sydney St,Crescent Avenue,Sydney St and Crescent Avenue,ok,1,"Sydney St & Crescent Ave, Dorchester, MA 02125",-71.052736500001,42.319314000003,315,1,200,,2026-06-04T18:53:17.580Z
sydney street,moseley street,Sydney St,Moseley St,Sydney St and Moseley St,ok,1,"Sydney St & Moseley St, Dorchester, MA 02125",-71.054113500001,42.320871000003,320,1,200,,2026-06-04T18:53:18.785Z
sydney street,savin hill avenue,Sydney St,Savin Hill Ave,Sydney St and Savin Hill Ave,ok,1,"Sydney St & Savin Hill Ave, Dorchester, MA 02125",-71.053677000001,42.311601000003,278,1,200,,2026-06-04T18:53:19.945Z
sylvia street,forest hill street,Sylvia St,Forest Hill St,Sylvia St and Forest Hill St,ok,1,"Sylvia St & Forest Hills St, Jamaica Plain, MA 02130",-71.102358000001,42.310467000003,289,1,200,,2026-06-04T18:53:21.159Z
sylvia street,washington street,Sylvia St,Washington St,Sylvia St and Washington St,ok,1,"Sylvia St & Washington St, Jamaica Plain, MA 02130",-71.103348000001,42.310674000003,481,1,200,,2026-06-04T18:53:22.551Z
symphony road,hemenway street,Symphony Rd,Hemenway St,Symphony Rd and Hemenway St,ok,1,"Symphony Rd & Hemenway St, Fenway, MA 02115",-71.090100000001,42.343227000003,283,1,200,,2026-06-04T18:53:23.554Z
symphony road,street stephen street,Symphony Rd,St Stephen St,Symphony Rd and St Stephen St,ok,1,"Symphony Rd & Saint Stephen St, Fenway, MA 02115",-71.086608000001,42.342615000003,652,1,200,,2026-06-04T18:53:25.124Z
taft street,dorchester avenue,Taft St,Dorchester Ave,Taft St and Dorchester Ave,ok,1,"Taft St & Dorchester Ave, Dorchester, MA 02125",-71.056705500001,42.317127000003,428,1,200,,2026-06-04T18:53:26.099Z
taft street,pleasant street,Taft St,Pleasant St,Taft St and Pleasant St,ok,1,"Taft St & Pleasant St, Dorchester, MA 02125",-71.059117500001,42.317586000003,324,1,200,,2026-06-04T18:53:27.196Z
tai tung street,hudson street,Tai Tung St,Hudson St,Tai Tung St and Hudson St,ok,1,"Tai Tung St & Hudson St, Chinatown, MA 02111",-71.061129000001,42.348114000003,341,1,200,,2026-06-04T18:53:28.414Z
tai tung street,tyler street,Tai Tung St,Tyler St,Tai Tung St and Tyler St,ok,1,"Tai Tung St & Tyler St, Chinatown, MA 02111",-71.061741000001,42.348267000003,706,1,200,,2026-06-04T18:53:29.982Z
talbot avenue,blue hill avenue,Talbot Ave,Blue Hill Ave,Talbot Ave and Blue Hill Ave,ok,1,"Talbot Ave & Blue Hill Ave, Dorchester, MA 02124",-71.088012000001,42.294924000003,668,1,200,,2026-06-04T18:53:31.144Z
talbot avenue,dorchester avenue,Talbot Ave,Dorchester Ave,Talbot Ave and Dorchester Ave,ok,1,Dorchester Ave & Talbot Ave,-71.06416833837896,42.286248946689426,95,1,200,,2026-06-04T19:43:37.860Z
talbot avenue,norwell street,Talbot Ave,Norwell St,Talbot Ave and Norwell St,ok,1,"Talbot Ave & Norwell St, Dorchester, MA 02124",-71.077180500001,42.291747000003,968,1,200,,2026-06-04T18:53:48.649Z
talbot avenue,southern avenue,Talbot Ave,Southern Ave,Talbot Ave and Southern Ave,ok,1,"Talbot Ave & Southern Ave, Dorchester, MA 02124",-71.073324000001,42.290604000003,440,1,200,,2026-06-04T18:53:49.321Z
talbot avenue,washington street,Talbot Ave,Washington St,Talbot Ave and Washington St,ok,1,"Talbot Ave & Washington St, Dorchester, MA 02124",-71.071591500001,42.290208000003,337,1,200,,2026-06-04T18:53:50.419Z
tamworth street,boylston street,Tamworth St,Boylston St,Tamworth St and Boylston St,ok,1,"Tamworth St & Boylston St, Downtown, MA 02111",-71.064103500001,42.352335000003,300,1,200,,2026-06-04T18:53:51.581Z
tamworth street,la grange street,Tamworth St,La Grange St,Tamworth St and La Grange St,ok,1,"Tamworth St & Lagrange St, Downtown, MA 02116",-71.064256500001,42.351669000003,338,1,200,,2026-06-04T18:53:52.824Z
tanglewood road,washington street,Tanglewood Rd,Washington St,Tanglewood Rd and Washington St,ok,1,"Tanglewood Rd & Washington St, Mattapan, MA 02126",-71.069935500001,42.273279000003,275,1,200,,2026-06-04T18:53:53.960Z
taylor street,dwight street,Taylor St,Dwight St,Taylor St and Dwight St,ok,1,"Taylor St & Dwight St, South End, MA 02118",-71.068311000001,42.344118000003,708,1,200,,2026-06-04T18:53:55.595Z
taylor street,milford street,Taylor St,Milford St,Taylor St and Milford St,ok,1,"Taylor St & Milford St, South End, MA 02118",-71.068765500001,42.343596000003,649,1,200,,2026-06-04T18:53:56.736Z
tebroc street,bowdoin street,Tebroc St,Bowdoin St,Tebroc St and Bowdoin St,ok,1,"Tebroc St & Bowdoin St, Dorchester, MA 02122",-71.070304500001,42.303951000003,361,1,200,,2026-06-04T18:53:57.651Z
tebroc street,levant street,Tebroc St,Levant St,Tebroc St and Levant St,ok,1,"Tebroc St & Levant St, Dorchester, MA 02122",-71.069859000001,42.303357000003,757,1,200,,2026-06-04T18:53:59.247Z
telegraph street,dorchester street,Telegraph St,Dorchester St,Telegraph St and Dorchester St,ok,1,"Telegraph St & Dorchester St, South Boston, MA 02127",-71.050846500001,42.332940000003,320,1,200,,2026-06-04T18:54:00.012Z
telegraph street,thomas park,Telegraph St,Thomas Park,Telegraph St and Thomas Park,ok,1,"Telegraph St & Thomas Park, South Boston, MA 02127",-71.047260000001,42.332985000003,752,1,200,,2026-06-04T18:54:01.643Z
temple place,tremont street,Temple Pl,Tremont St,Temple Pl and Tremont St,ok,1,"Temple Pl & Tremont St, Beacon Hill, MA 02111",-71.062897500001,42.355647000003,344,1,200,,2026-06-04T18:54:02.436Z
temple place,washington street,Temple Pl,Washington St,Temple Pl and Washington St,ok,1,"Temple Pl & Washington St, Downtown, MA 02111",-71.061237000001,42.354792000003,332,1,200,,2026-06-04T18:54:03.624Z
temple street,manchester street,Temple St,Manchester St,Temple St and Manchester St,ok,1,"Temple St & Manchester St, Mattapan, MA 02126",-71.073049500001,42.274746000003,262,1,200,,2026-06-04T18:54:04.755Z
temple street,river street,Temple St,River St,Temple St and River St,ok,1,"Temple St & River St, Mattapan, MA 02126",-71.072113500001,42.271857000003,327,1,200,,2026-06-04T18:54:06.020Z
tennis road,almont street,Tennis Rd,Almont St,Tennis Rd and Almont St,ok,1,"Tennis Rd & Almont St, Mattapan, MA 02126",-71.097313500001,42.276393000003,312,1,200,,2026-06-04T18:54:07.205Z
tennis road,blue hill avenue,Tennis Rd,Blue Hill Ave,Tennis Rd and Blue Hill Ave,ok,1,"Tennis Rd & Blue Hill Ave, Mattapan, MA 02126",-71.093637000001,42.275232000003,352,1,200,,2026-06-04T18:54:08.446Z
terrace street,new heath street,Terrace St,New Heath St,Terrace St and New Heath St,ok,1,"Terrace St & New Heath St, Mission Hill, MA 02120",-71.098920000001,42.326352000003,330,1,200,,2026-06-04T18:54:09.628Z
terrace street,tremont street,Terrace St,Tremont St,Terrace St and Tremont St,ok,1,"Terrace St & Tremont St, Mission Hill, MA 02120",-71.096107500001,42.331644000003,385,1,200,,2026-06-04T18:54:10.882Z
thacher street,north margin street,Thacher St,North Margin St,Thacher St and North Margin St,ok,1,"Thacher St & N Margin St, North End, MA 02113",-71.056755000001,42.365367000003,491,1,200,,2026-06-04T18:54:12.188Z
thacher street,north washington street,Thacher St,North Washington St,Thacher St and North Washington St,ok,1,"Thacher St & N Washington St, North End, MA 02113",-71.058361500001,42.365268000003,316,1,200,,2026-06-04T18:54:13.213Z
theodore a glynn way,massachusetts avenue,Theodore A Glynn Way,Massachusetts Ave,Theodore A Glynn Way and Massachusetts Ave,ok,2,"Theodore A Glynn Way & Massachusetts Ave, South Boston, MA 02118",-71.069832000001,42.330330000003,340,1,200,,2026-06-04T18:54:14.438Z
theodore a glynn way,southampton street,Theodore A Glynn Way,Southampton St,Theodore A Glynn Way and Southampton St,ok,1,"Theodore A Glynn Way & Southampton St, South Boston, MA 02118",-71.068104000001,42.331491000003,319,1,200,,2026-06-04T18:54:15.617Z
theodore street,middleton street,Theodore St,Middleton St,Theodore St and Middleton St,ok,1,"Theodore St & Middleton St, Dorchester, MA 02124",-71.087233500001,42.284529000003,322,1,200,,2026-06-04T18:54:16.820Z
theodore street,morton street,Theodore St,Morton St,Theodore St and Morton St,ok,1,"Theodore St & Morton St, Dorchester, MA 02126",-71.089254000001,42.283620000003,270,1,200,,2026-06-04T18:54:17.970Z
third avenue,ninth street,Third Ave,Ninth St,Third Ave and Ninth St,ok,1,"Third Ave & Ninth St, Charlestown, MA 02129",-71.053141500001,42.376752000003,320,1,200,,2026-06-04T18:54:19.221Z
third avenue,sixth street,Third Ave,Sixth St,Third Ave and Sixth St,ok,1,"Third Ave & Sixth St, Charlestown, MA 02129",-71.055261000001,42.375384000003,318,1,200,,2026-06-04T18:54:20.421Z
thomas park,g street,Thomas Park,G St,Thomas Park and G St,ok,2,"Thomas Park & G St, South Boston, MA 02127",-71.044191000001,42.333120000003,654,1,200,,2026-06-04T18:54:21.957Z
thonrdike street,brookline town line,Thonrdike St,Brookline Town Line,Thonrdike St and Brookline Town Line,no_match,0,,,,184,1,200,,2026-06-04T18:54:22.687Z
thonrdike street,commonwealth avenue,Thonrdike St,Commonwealth Ave,Thonrdike St and Commonwealth Ave,ok,2,"Thorndike St & Commonwealth Ave, Allston, MA 02134",-71.126523000001,42.350796000003,651,1,200,,2026-06-04T18:54:24.356Z
thorndike street,harrison avenue,Thorndike St,Harrison Ave,Thorndike St and Harrison Ave,ok,1,"Thorndike St & Harrison Ave, Roxbury, MA 02118",-71.078206500001,42.332832000003,294,1,200,,2026-06-04T18:54:25.199Z
thorndike street,washington street,Thorndike St,Washington St,Thorndike St and Washington St,ok,1,"Thorndike St & Washington St, Roxbury, MA 02119",-71.079889500001,42.334173000003,313,1,200,,2026-06-04T18:54:26.418Z
thornley street,dorchester avenue,Thornley St,Dorchester Ave,Thornley St and Dorchester Ave,ok,1,"Thornley St & Dorchester Ave, Dorchester, MA 02125",-71.056993500001,42.313950000003,263,1,200,,2026-06-04T18:54:27.571Z
thornley street,pleasant street,Thornley St,Pleasant St,Thornley St and Pleasant St,ok,1,"Thornley St & Pleasant St, Dorchester, MA 02125",-71.060017500001,42.314400000003,273,1,200,,2026-06-04T18:54:28.782Z
thornton street,guild street,Thornton St,Guild St,Thornton St and Guild St,ok,1,"Thornton St & Guild St, Roxbury, MA 02119",-71.088867000001,42.326604000003,350,1,200,,2026-06-04T18:54:30.062Z
thornton street,marcella street,Thornton St,Marcella St,Thornton St and Marcella St,ok,1,"Thornton St & Marcella St, Roxbury, MA 02119",-71.093902500001,42.321249000003,337,1,200,,2026-06-04T18:54:31.249Z
tibbetts town way,essex street,Tibbetts Town Way,Essex St,Tibbetts Town Way and Essex St,ok,1,"Tibbett's Town Way & Essex St, Charlestown, MA 02129",-71.069026500001,42.378903000003,265,1,200,,2026-06-04T18:54:32.377Z
tibbetts town way,main street,Tibbetts Town Way,Main St,Tibbetts Town Way and Main St,ok,1,"Tibbett's Town Way & Main St, Charlestown, MA 02129",-71.068135500001,42.378480000003,365,1,200,,2026-06-04T18:54:33.678Z
ticknor street,columbia road,Ticknor St,Columbia Rd,Ticknor St and Columbia Rd,ok,1,"Ticknor St & Columbia Rd, South Boston, MA 02127",-71.035969500001,42.329529000003,272,1,200,,2026-06-04T18:54:34.785Z
ticknor street,marine road,Ticknor St,Marine Rd,Ticknor St and Marine Rd,ok,1,"Ticknor St & Marine Rd, South Boston, MA 02127",-71.036001000001,42.330654000003,280,1,200,,2026-06-04T18:54:35.997Z
tileston street,hanover street,Tileston St,Hanover St,Tileston St and Hanover St,ok,1,"Tileston St & Hanover St, North End, MA 02113",-71.053182000001,42.365088000003,336,1,200,,2026-06-04T18:54:37.252Z
tileston street,salem street,Tileston St,Salem St,Tileston St and Salem St,ok,1,"Tileston St & Salem St, North End, MA 02113",-71.054883000001,42.366168000003,266,1,200,,2026-06-04T18:54:38.383Z
tiverton road,lorna road,Tiverton Rd,Lorna Rd,Tiverton Rd and Lorna Rd,ok,1,"Tiverton Rd & Lorna Rd, Mattapan, MA 02126",-71.082850500001,42.279354000003,369,1,200,,2026-06-04T18:54:39.686Z
toledo terrace,arcadia street,Toledo Ter,Arcadia St,Toledo Ter and Arcadia St,ok,1,"Toledo Ter & Arcadia St, Dorchester, MA 02122",-71.062353000001,42.301557000003,870,1,200,,2026-06-04T18:54:41.389Z
toledo terrace,charles street fw,Toledo Ter,Charles Street Fw,Toledo Ter and Charles Street Fw,ok,1,"Toledo Ter & Charles St, Dorchester, MA 02122",-71.062017750001,42.300751500003,575,1,200,,2026-06-04T18:54:42.294Z
tonawanda street,claybourne street,Tonawanda St,Claybourne St,Tonawanda St and Claybourne St,ok,1,"Tonawanda St & Claybourne St, Dorchester, MA 02124",-71.071488000001,42.297453000003,828,1,200,,2026-06-04T18:54:43.749Z
tonawanda street,waldeck street,Tonawanda St,Waldeck St,Tonawanda St and Waldeck St,ok,2,"Tonawanda St & Waldeck St, Dorchester, MA 02124",-71.065606500001,42.299181000003,327,1,200,,2026-06-04T18:54:44.449Z
topeka street,atkinson street,Topeka St,Atkinson St,Topeka St and Atkinson St,no_match,0,,,,136,1,200,,2026-06-04T18:54:45.458Z
topeka street,southampton street,Topeka St,Southampton St,Topeka St and Southampton St,ok,1,"Topeka St & Southampton St, South Boston, MA 02118",-71.067987000001,42.331689000003,354,1,200,,2026-06-04T18:54:46.878Z
topliff street,bowdoin street,Topliff St,Bowdoin Street,Topliff St and Bowdoin Street,ok,1,"Topliff St & Bowdoin St, Dorchester, MA 02122",-71.068792500001,42.304905000003,357,1,200,,2026-06-04T18:54:48.084Z
topliff street,geneva avenue,Topliff St,Geneva Avenue,Topliff St and Geneva Avenue,ok,1,"Topliff St & Geneva Ave, Dorchester, MA 02122",-71.067528000001,42.301098000003,331,1,200,,2026-06-04T18:54:49.257Z
torrey street,washington street,Torrey St,Washington St,Torrey St and Washington St,ok,1,"Torrey St & Washington St, Dorchester, MA 02124",-71.071209000001,42.287715000003,308,1,200,,2026-06-04T18:54:50.434Z
torrey street,wentworth street,Torrey St,Wentworth St,Torrey St and Wentworth St,ok,1,"Torrey St & Wentworth St, Dorchester, MA 02124",-71.075101500001,42.286977000003,283,1,200,,2026-06-04T18:54:51.611Z
